dataset,cv_accuracy_mean,cv_accuracy_std,cv_f1_mean,cv_f1_std,cv_precision_mean,cv_precision_std,cv_recall_mean,cv_recall_std,cv_roc_auc_mean,cv_roc_auc_std,test_accuracy,test_f1,test_precision,test_recall,test_roc_auc
Combined Dataset (With Feature Selection),0.8678135967292594,0.024544826690360434,0.832004776280183,0.04043935957049153,0.8356722526220668,0.046653506316559304,0.8292550482503287,0.04306277345718183,0.9369438352823043,0.02044612256187216,0.8658798283261803,0.8043818466353678,0.7740963855421686,0.8371335504885994,0.9411387622149837
