dataset,cv_accuracy_mean,cv_accuracy_std,cv_f1_mean,cv_f1_std,cv_precision_mean,cv_precision_std,cv_recall_mean,cv_recall_std,cv_roc_auc_mean,cv_roc_auc_std,test_accuracy,test_f1,test_precision,test_recall,test_roc_auc
Combined Dataset (Without Feature Selection),0.8623946235392019,0.024187122070745033,0.8248568821649807,0.04094749649816905,0.8299801552242675,0.04579346423151099,0.8207094923364767,0.04525163620294743,0.9332085717187228,0.0201262285584682,0.8648068669527897,0.8018867924528302,0.7750759878419453,0.8306188925081434,0.9403100977198697
