dataset,cv_accuracy_mean,cv_accuracy_std,cv_f1_mean,cv_f1_std,cv_precision_mean,cv_precision_std,cv_recall_mean,cv_recall_std,cv_roc_auc_mean,cv_roc_auc_std,test_accuracy,test_f1,test_precision,test_recall,test_roc_auc
Radiomic Dataset (With Feature Selection by Lasso),0.8148187343970477,0.020971115331897,0.7644184886150895,0.03961098595304256,0.7720513466814326,0.043850952513127935,0.7579051300956103,0.04477446474087624,0.8876497707832162,0.021074613236602386,0.8186695278969958,0.730462519936204,0.715625,0.745928338762215,0.9046332247557003
