dataset,cv_accuracy_mean,cv_accuracy_std,cv_f1_mean,cv_f1_std,cv_precision_mean,cv_precision_std,cv_recall_mean,cv_recall_std,cv_roc_auc_mean,cv_roc_auc_std,test_accuracy,test_f1,test_precision,test_recall,test_roc_auc
Radiomic Dataset (Without Feature Selection),0.8169244545750569,0.019021263935227597,0.7640940785746443,0.045373682022240965,0.7774940122581008,0.051365894679948496,0.7520214368925167,0.04731096056245634,0.8843111325762673,0.020763443944074818,0.8293991416309013,0.7414634146341463,0.7402597402597403,0.742671009771987,0.9078228013029318
