dataset,cv_accuracy_mean,cv_accuracy_std,cv_f1_mean,cv_f1_std,cv_precision_mean,cv_precision_std,cv_recall_mean,cv_recall_std,cv_roc_auc_mean,cv_roc_auc_std,test_accuracy,test_f1,test_precision,test_recall,test_roc_auc
Radiomic Dataset (Without Feature Selection),0.8069874090958427,0.02636501032320043,0.7542391707757788,0.04797522728032939,0.7618552022188377,0.05350460298106352,0.7480634358001201,0.05309179637413474,0.881242222987828,0.019851087411669664,0.8165236051502146,0.7237479806138934,0.717948717948718,0.7296416938110749,0.9029498371335505
