dataset,cv_accuracy_mean,cv_accuracy_std,cv_f1_mean,cv_f1_std,cv_precision_mean,cv_precision_std,cv_recall_mean,cv_recall_std,cv_roc_auc_mean,cv_roc_auc_std,test_accuracy,test_f1,test_precision,test_recall,test_roc_auc
Radiomic Dataset (With Feature Selection by Random Forest),0.8087946380115054,0.023009058881453916,0.7578467249927063,0.0364509349749556,0.7652027666247505,0.04740868369563243,0.7523017924808569,0.04192067697854232,0.8782216172866626,0.023376139202788485,0.8068669527896996,0.7133757961783439,0.6978193146417445,0.7296416938110749,0.8975452768729641
