dataset,cv_accuracy_mean,cv_accuracy_std,cv_f1_mean,cv_f1_std,cv_precision_mean,cv_precision_std,cv_recall_mean,cv_recall_std,cv_roc_auc_mean,cv_roc_auc_std,test_accuracy,test_f1,test_precision,test_recall,test_roc_auc
Pylidc Dataset (Without Feature Selection),0.8467383045696298,0.02986090074941385,0.8056699651590875,0.046350837045966216,0.8110829066325749,0.04320672316641539,0.8011162279552332,0.05543507995208737,0.9254772217850912,0.02202694041668225,0.8583690987124464,0.794392523364486,0.7611940298507462,0.8306188925081434,0.9348638436482085
