dataset,cv_accuracy_mean,cv_accuracy_std,cv_f1_mean,cv_f1_std,cv_precision_mean,cv_precision_std,cv_recall_mean,cv_recall_std,cv_roc_auc_mean,cv_roc_auc_std,test_accuracy,test_f1,test_precision,test_recall,test_roc_auc
Radiomic Dataset (With Feature Selection),0.813312710300662,0.02361049590042299,0.7620980337847706,0.038545478873720444,0.7742010786291331,0.04900636227017364,0.7520520741878408,0.04473497950177765,0.8859024478727908,0.017125802803155718,0.8272532188841202,0.7432216905901118,0.728125,0.758957654723127,0.9106475570032573
