dataset,cv_accuracy_mean,cv_accuracy_std,cv_f1_mean,cv_f1_std,cv_precision_mean,cv_precision_std,cv_recall_mean,cv_recall_std,cv_roc_auc_mean,cv_roc_auc_std,test_accuracy,test_f1,test_precision,test_recall,test_roc_auc
Combined Dataset (Without Feature Selection),0.854271138608488,0.022665518316544345,0.8104177716115692,0.03945339265545497,0.8372960787006656,0.04454710948459246,0.7866209331583447,0.04925608961842042,0.9239997727246078,0.020811670548389633,0.8798283261802575,0.8163934426229509,0.8217821782178217,0.8110749185667753,0.9456755700325733
